,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,created_at
4392,jfelipe95,,,521,16,1128,30,"Le aposté todo mi tiempo, mi dinero y hasta mi fé a Rodolfo Hernández y valió la pena cada maldito segundo.

Ahora estoy más que seguro que podemos cambiar la historia todos los colombianos. Te amo Colombia.

#RodolfoPresidente #RodolfoHernandezPresidente #EleccionesColombia",[],2022-05-30 22:08:46+00:00
4393,borney_bueno,,,151,8,2292,30,"Le aposté todo mi tiempo, mi dinero y hasta mi fé a Rodolfo Hernández y valió la pena cada maldito segundo.

Ahora estoy más que seguro que podemos cambiar la historia todos los colombianos. Te amo Colombia.

#RodolfoPresidente #RodolfoHernandezPresidente #EleccionesColombia",[],2022-05-30 22:08:43+00:00
4394,vangulo4,amo a Dios y lucho x Colombia 100% FURIBISTA trabajando x mi partido CD. Sufro de #santosfobia #VamosQueVamos #UrbistaSigueUribista2 #LaJepHayQueObjetarla,,1921,1271,19839,70,#EleccionesColombia | Asesor de Rodolfo Hernández anuncia que el candidato no recibirá respaldos de partidos políticos tradicionales | #ColombiaVota2022  https://t.co/TemRBvysI1,['EleccionesColombia'],2022-05-30 22:08:43+00:00
4395,ixquicfull,"ESTUDIOS En España: Máster en Pensamiento Español e Iberoamericano, Universidad Autónoma de Madrid. Filología Hispánica, Universidad de Alcalá.",Alcalá de henares,299,140,18284,3,"#EleccionesColombia | Margarita Rosa de Francisco, quien ha mostrado su apoyo al candidato de izquierda, se refirió a lo ocurrido en las urnas | #ColombiaVota2022 https://t.co/kussnUlokA",['EleccionesColombia'],2022-05-30 22:08:32+00:00
4396,lacelestiana,"Internacionalista 🇨🇴🇫🇷 Viajera ✈️ Trasnochadora profesional, adicta al tintico y al limón, alérgica a la changua, al cilantro y al pimentón 🫑",Francia,518,13950,68333,2,"Ahora si, pongámonos serios 🧐 Para usted, quién va a ser el próximo presidente de Colombia? 🇨🇴 #EleccionesColombia",['EleccionesColombia'],2022-05-30 22:08:32+00:00
4397,tigotanguanche,"Canarias,Che-Fidel-Chávez, Libertad Pres@s Antifascista,Maestro Jubilado,Comunista Libertario, G. Discapacitado, pa' 72 años, Independentista, Ateo,Antitaurino",ALZIRA (VALENCIA),8963,8889,186969,13,"#Colombia a segunda vuelta: 

El candidato de izquierda (#GustavoPetro con 40,52%) y el populista de derecha (#RodolfoHernández) se enfrentarán en el 19 de junio para la segunda vuelta electoral.

#ColombiaDecide #EleccionesColombia https://t.co/midsSKKp7O","['Colombia', 'GustavoPetro', 'RodolfoHernández']",2022-05-30 22:08:29+00:00
4398,Margi_Maria913,Simplemente yo,,42,21,2133,3143,"Ayer, en las #EleccionesColombia, casi 6 millones votaron en contra de lo que nos divide, y a favor de lo que nos une: el deseo de que Colombia sea un país sin odios, sin ladrones, sin pobreza. Un país del que nadie se quiera ir. #ColombiaEsRodolfo #RodolfoPresidente",['EleccionesColombia'],2022-05-30 22:08:28+00:00
4399,GreyRai74375962,,,34,26,134,4,"Mi mamá el primera vuelta votó por Rodolfo y esta mañana ya me dijo ‘Ya vi quienes apoyan a Rodolfo, ya perdió mi voto’ su voto será por @petrogustavo y @FranciaMarquezM ¡Cambio por la vida! 
#EleccionesColombia #MiVotoEsSecretosky #ColombiaConPetro",[],2022-05-30 22:08:23+00:00
4400,osoto74soto,"Uribista, comprometido por un mejor País, enemigo del Socialismo comunista. Administrador de Empresas.","Medellín, Colombia",4000,6425,117940,21,#EleccionesColombia | Mario Hernández fijó su postura y reveló a qué candidato apoyará en segunda vuelta| #ColombiaVota2022 https://t.co/P5Ih4bqneL,['EleccionesColombia'],2022-05-30 22:08:23+00:00
4401,DonjfgbJuan,,,732,359,15404,35,“Alístese para dentro de cuatro años”: el mensaje de Mario Hernández a Fico Gutiérrez | #EleccionesColombia #ColombiaVota2022   https://t.co/EqVx37E0hc,['EleccionesColombia'],2022-05-30 22:08:21+00:00
4402,carloswi728,"Sigo a quien me sigue.
Sólo por la derecha, Uribista de Corazón y por convicción.",,9832,9766,63872,22,#EleccionesColombia | “Quieren llamarle triunfo a la derrota”: el sablazo de Carlos Antonio Vélez tras las elecciones | #ColombiaVota2022 https://t.co/emfMsZ5gYB,['EleccionesColombia'],2022-05-30 22:08:18+00:00
4403,frailejon88,"Ambientalista, defender  los niños,  y nuestras culturas indígenas y afros, arriba nuestros líderes sociales, no más muertos, por una Colombia libre d MATARIFE.",,560,418,41999,15,Parece que en el exterior ven con más claridad la verdadera cara de lobo disfrazado con piel de oveja.   Colombia despierta!!!  #EleccionesColombia https://t.co/emNpQvL9D4,[],2022-05-30 22:08:18+00:00
4404,EdufisicaM,"No caben los uribestias... No por ignorantes, sino por Neonazis asesinos...",,108,19,2254,759,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-30 22:08:15+00:00
4405,Hugo16741650,Admirador del arte y la naturaleza en todos sus matices,,263,172,17551,1437,"#LaPrimeraVueltaFue al parecer un robo, boletines q informan en lo medios desde la app de la Registraduría presuntamente no contenían la información real, fuente de la entidad denuncia en el vídeo. Rodolfo NO tiene 5' de votos @petrogustavo @GustavoBolivar 
#EleccionesColombia https://t.co/kv11f2b587",['LaPrimeraVueltaFue'],2022-05-30 22:08:14+00:00
4406,leonard51268706,,,88,59,975,2,#GustavoPetro Le lleva 3 millones de votos al segundo y debe conseguir 3 millones de votos nuevos. #ElCambioEnPrimera #EleccionesColombia #ColombiaConPetro #ColombiaDecide https://t.co/U1V8eoWhTr,"['GustavoPetro', 'ElCambioEnPrimera']",2022-05-30 22:08:11+00:00
4407,Fro20Diego,El trabajo y la innovación constante,,222,364,50553,21,#EleccionesColombia | Mario Hernández fijó su postura y reveló a qué candidato apoyará en segunda vuelta| #ColombiaVota2022 https://t.co/P5Ih4bqneL,['EleccionesColombia'],2022-05-30 22:08:08+00:00
4408,caliche99ronnie,,Medellin,849,376,16037,62,#EleccionesColombia | “Un país del que nadie se quiera ir”: Rodolfo Hernández tras seguir a segunda vuelta | #ColombiaVota2022 | #PetroORodolfo https://t.co/bTeFyIgpSk,['EleccionesColombia'],2022-05-30 22:08:08+00:00
4409,valenti16611385,Soy una chica amigable y generosa 💙me gusta leer libros como crear a morir y del cuadrante de flujo de dinero de Robert Kiyosaki,"Bogotá, D.C., Colombia",222,170,1038,57,"No ganamos en primera, es muy probable que perdemos con Rodolfo Hernández.

La mayoría de la gente siente más empatía con un atarvan como Hernández que con una persona brillante y decente como Petro. 
#EleccionesColombia
#PetroPresidenteEnPrimera",[],2022-05-30 22:08:06+00:00
4410,leo14medina,"Orgulloso de mi familia, apasionado por el fútbol, parcero de mis parceros, hincha de el mas grande ATLETICO NACIONAL.
Leonardo14medina en Instagram",,2514,2491,11478,25,"@CNNEE Así nos va a tocar con muchos colombianos hasta la segunda vuelta. 

https://t.co/PXvySflj2d

#EleccionesColombia
#FraudeElectoral https://t.co/1VIeP3FtTl",['EleccionesColombia'],2022-05-30 22:08:02+00:00
4411,karem_vane,"Abogada, 1) Especialista en Derecho Administrativo, 2) Especialista en Derechos Humanos, Magister en Alta Dirección Empresarial",,155,103,726,62,#EleccionesColombia | “Un país del que nadie se quiera ir”: Rodolfo Hernández tras seguir a segunda vuelta | #ColombiaVota2022 | #PetroORodolfo https://t.co/bTeFyIgpSk,['EleccionesColombia'],2022-05-30 22:07:59+00:00
4412,Oscarhcr,"Université Montpellier, Master professionnelle: Gestion de l´information et de la connaissance. Primero DIOS. Antipetrista. Respeto a la Fuerza Pública.",,731,449,4180,62,#EleccionesColombia | “Un país del que nadie se quiera ir”: Rodolfo Hernández tras seguir a segunda vuelta | #ColombiaVota2022 | #PetroORodolfo https://t.co/bTeFyIgpSk,['EleccionesColombia'],2022-05-30 22:07:58+00:00
4413,RevistaSemana,Periodismo con carácter.,Colombia,38,4933542,443588,3,#EleccionesColombia | Rodolfo Hernández: la “sorpresa” política de la contienda electoral | #ColombiaVota2022 | #PetroORodolfo https://t.co/r2aGBEB8mN,"['EleccionesColombia', 'ColombiaVota2022', 'PetroORodolfo']",2022-05-30 22:07:54+00:00
4414,RevistaSemana,Periodismo con carácter.,Colombia,38,4933542,443588,1,#EleccionesColombia | Imágenes: así se vivió la primera vuelta presidencial en Colombia | #ColombiaVota2022 | #PetroORodolfo https://t.co/khnBqV7WcH,"['EleccionesColombia', 'ColombiaVota2022', 'PetroORodolfo']",2022-05-30 22:07:53+00:00
4415,siempremacondo,Antiuribista purasangre. Positivo para mamerto.,En Diaspora,1996,1367,14693,660,"Señor @petrogustavo y señora @FranciaMarquezM. Ponemos a su disposición, todos nuestros conocimientos en materia de comunicación. Creemos en usted, en su campaña está el cambio. No más continuismo. #PetroPresidente2022 #EleccionesColombia",[],2022-05-30 22:07:53+00:00
4416,douglasppr,,,96,18,38,2442,"TUITAZO DE PETR0! QUE DESPUÈS BORRÒ!!!

QUE TODA #COLOMBIA Y EL MUNDO ENTERO VEA ESTE MENSAJE.
            👇

#EleccionesColombia https://t.co/jTsQMhcA8U",['COLOMBIA'],2022-05-30 22:07:51+00:00
4417,Isidro66213299,,,46,262,82187,481,"Marbelle confirmó que apoyará a Rodolfo Hernández | #EleccionesColombia #ColombiaVota2022  
 https://t.co/vYuKn1HWFG","['EleccionesColombia', 'ColombiaVota2022']",2022-05-30 22:07:51+00:00
4418,Michino73864920,,,77,276,101636,954,"Se los pongo en criollo, para que se entienda: pueden poner un pastor alemán en segunda vuelta contra @petrogustavo y el 99% de los que fuimos con @FicoGutierrez nos vamos con el pastor alemán. Esto es todos contra Petro, punto #CualquieraMenosPetro #EleccionesColombia",[],2022-05-30 22:07:47+00:00
4419,Dianacett,,,1135,1115,4124,1437,"#LaPrimeraVueltaFue al parecer un robo, boletines q informan en lo medios desde la app de la Registraduría presuntamente no contenían la información real, fuente de la entidad denuncia en el vídeo. Rodolfo NO tiene 5' de votos @petrogustavo @GustavoBolivar 
#EleccionesColombia https://t.co/kv11f2b587",['LaPrimeraVueltaFue'],2022-05-30 22:07:47+00:00
4420,Gongora65Jorge,"Profesional en Mercadeo, MBA, Negocios Internacionales, luchador Colombiano, critico de la izquierda y discurso populachero. Opinion personal. Follow Back",,6421,6420,101103,5,"Interesante este video que hicieron de Rodolfo antes de la primera vuelta, les salió muy pero muy bien. #EleccionesColombia  Ingeniero Rodolfo Hernández's video! #TikTok https://t.co/iDf4K30p1J",[],2022-05-30 22:07:46+00:00
4421,_HerreraSteven,"| Me gusta pensar que si todo va mal, probablemente no sea el final, sino un capítulo más. | Life Goes On |",,83,2100,202455,62,#EleccionesColombia | “Un país del que nadie se quiera ir”: Rodolfo Hernández tras seguir a segunda vuelta | #ColombiaVota2022 | #PetroORodolfo https://t.co/bTeFyIgpSk,['EleccionesColombia'],2022-05-30 22:07:43+00:00
4422,_HerreraSteven,"| Me gusta pensar que si todo va mal, probablemente no sea el final, sino un capítulo más. | Life Goes On |",,83,2100,202455,3,"#EleccionesColombia | Margarita Rosa de Francisco, quien ha mostrado su apoyo al candidato de izquierda, se refirió a lo ocurrido en las urnas | #ColombiaVota2022 https://t.co/kussnUlokA",['EleccionesColombia'],2022-05-30 22:07:40+00:00
4423,feli_forero,,,336,99,2773,10,"#EleccionesColombia | Tras la victoria de Rodolfo Hernández, así reaccionaron sus hijos en redes sociales | #ColombiaVota2022 | #PetroORodolfo https://t.co/6JShJVFk8U",['EleccionesColombia'],2022-05-30 22:07:38+00:00
4424,josemi422,"No hay Juez más implacable, que la propia conciencia.","Al Farwaniyah, Kuwait",1882,7185,368650,954,"Se los pongo en criollo, para que se entienda: pueden poner un pastor alemán en segunda vuelta contra @petrogustavo y el 99% de los que fuimos con @FicoGutierrez nos vamos con el pastor alemán. Esto es todos contra Petro, punto #CualquieraMenosPetro #EleccionesColombia",[],2022-05-30 22:07:34+00:00
4425,rafaeldavidgm,"Ingeniero Consultor Microsoft - MCP - MCTS - Certificado Azure, Project Server y Share Point Server - Entrenador en IT - (PMP)® - ITIL3,CCA, LPI & CRM y IA.","Bogotá, Colombia",533,129,5080,481,"Marbelle confirmó que apoyará a Rodolfo Hernández | #EleccionesColombia #ColombiaVota2022  
 https://t.co/vYuKn1HWFG","['EleccionesColombia', 'ColombiaVota2022']",2022-05-30 22:07:31+00:00
4426,EstelaGomezGom2,"Estambul, la ciudad más hermosa del mundo.
Ciudadana del mundo🌍
Entre más conozco al humano más quiero a mi perro 🐶.
🐱🐯🐻🐰🐮🐴🦓",,4106,4142,317042,262,"#EleccionesColombia | ""Si ustedes hubieran ganado, hubieran ganado en primera vuelta"": le dice @MariaFdaCabal al petrismo. #PetroORodolfo #ColombiaVota2022 

Vea más: https://t.co/TBuctnJf8i https://t.co/tDvgordkCt",['EleccionesColombia'],2022-05-30 22:07:25+00:00
4427,LoboSolo2020,"Políticamente incorrecto, digo lo que pienso, no discuto ni doy explicaciones..",Colombia,552,577,72004,482,“No duda: ingeniero mejor que guerrillero”: la fuerte frase de Juan Carlos Echeverry | #EleccionesColombia #ColombiaVota2022  https://t.co/oEOiHbBXn8,['EleccionesColombia'],2022-05-30 22:07:17+00:00
4428,leonard51268706,,,88,59,975,2,La periferia de Colombia vota por Petro. #GustavoPetro #ColombiaDecide #EleccionesColombia #MiVotoEsSecretosky #Secretosky #E14 https://t.co/4wFWJIEqI5,"['GustavoPetro', 'ColombiaDecide', 'EleccionesColombia', 'MiVotoEsSecretosky', 'Secretosky']",2022-05-30 22:07:16+00:00
4429,Liliana48546609,",#siguemeytesigo.comunicadora social y periodista,especialización en imagen , nada tiene más valor que la familia.# sígueme y te sigo .antiuribista",,4757,4201,2037,2613,Atención!!! Federico Gutiérrez acaba de anunciar su apoyo a Rodolfo Hernández #EleccionesColombia,['EleccionesColombia'],2022-05-30 22:07:14+00:00
4430,ricardocipago,ExCorresponsal @RadNalCo. ExDir. Noticias RCN Boyacá. ExPte Juntas Cám. Comercio-Consejo Mpal. Cultura Duitama. Corresponsal @FLIP_org Boyacá Periodista-Locutor,Duitama Boyacá,5306,4905,536916,62,#EleccionesColombia | “Un país del que nadie se quiera ir”: Rodolfo Hernández tras seguir a segunda vuelta | #ColombiaVota2022 | #PetroORodolfo https://t.co/bTeFyIgpSk,['EleccionesColombia'],2022-05-30 22:07:11+00:00
4431,elmamertohp,"“Lo que mas miedo me da, es que esto acabe y todo siga igual”#antiuribista",,354,64,605,759,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-30 22:07:07+00:00
4432,Torjsu,"Abogado y Ambientalista
#OrgulloRenquino",Santiago de chile,4999,2532,159891,28,"#EleccionesColombia | Destacadas figuras de centro, como el exministro de Salud Alejandro Gaviria, ya han lanzado guiños a la candidatura de Petro y es previsible que aterricen en el Pacto Histórico

Por @Santorrado
https://t.co/lIEeU4LZT3",['EleccionesColombia'],2022-05-30 22:07:05+00:00
4433,NIKOLAYRODRIGUE,"Capoeirista,
Pedagogía, 
Lector,
Pacto Historico 🇨🇴",,1254,232,2176,200,"Por favor envíen los E14 con departamento, municipio y puesto de votación. 

Llegan más formularios. #EleccionesColombia https://t.co/iHzrAx9u8X",[],2022-05-30 22:07:02+00:00
4434,jhonjsinning,"Abogado, asesor, consultor, facilitador y litigante. Estudiante de Doctorado. Magíster en Derecho. Especialista en Derecho Laboral. Esp. en Gerencia en SST.",Barranquilla - Colombia.,396,399,1794,14,"#EleccionesColombia | Ante las críticas, Echeverry hizo un nuevo comentario en el mismo sentido del anterior, aunque aclaró que su posición generó algunas críticas | #ColombiaVota2022 | #PetroORodolfo https://t.co/VXEykEHmXC",['EleccionesColombia'],2022-05-30 22:07:01+00:00
4435,natiibedoya,,Colombia,1032,109149,37225,62,#EleccionesColombia | “Un país del que nadie se quiera ir”: Rodolfo Hernández tras seguir a segunda vuelta | #ColombiaVota2022 | #PetroORodolfo https://t.co/bTeFyIgpSk,['EleccionesColombia'],2022-05-30 22:07:01+00:00
4436,MedinaBAlvaro,"Te asesoro con tu presentaciones de negocios en Inglés. Ejecutivo Nu Skin, los expertos en anti envejecimiento: La Tendencia Mundial.","Buenos Aires, Argentina",1584,622,34604,35,#EleccionesColombia | “Esos 11 millones de votos ya son suyos”: Pacho Santos a Rodolfo Hernández | #ColombiaVota2022 https://t.co/bfwZLJX1Uc,"['EleccionesColombia', 'ColombiaVota2022']",2022-05-30 22:06:59+00:00
4437,AlexisC84876015,,,516,71,1333,2442,"TUITAZO DE PETR0! QUE DESPUÈS BORRÒ!!!

QUE TODA #COLOMBIA Y EL MUNDO ENTERO VEA ESTE MENSAJE.
            👇

#EleccionesColombia https://t.co/jTsQMhcA8U",['COLOMBIA'],2022-05-30 22:06:58+00:00
4438,estebanalitic,"Coordinador Democracia y Gobernabilidad @parescolombia | Magíster en Gerencia para el Desarrollo | Gobierno y RRII @UExternado  

Opiniones Personales","Bogotá, D.C., Colombia",637,3484,12319,5,"#EleccionesColombia Los resultados de estas elecciones no reflejan los saldos electorales de las pasadas legislativas ¿Qué pasó con los votos al Congreso que respaldaban a Gutiérrez?, ¿por qué el contraste de las votaciones de Congreso y la primera vuelta?
https://t.co/USofSdY9U1",['EleccionesColombia'],2022-05-30 22:06:52+00:00
4439,osoto74soto,"Uribista, comprometido por un mejor País, enemigo del Socialismo comunista. Administrador de Empresas.","Medellín, Colombia",4000,6425,117940,35,#EleccionesColombia | “Esos 11 millones de votos ya son suyos”: Pacho Santos a Rodolfo Hernández | #ColombiaVota2022 https://t.co/bfwZLJX1Uc,"['EleccionesColombia', 'ColombiaVota2022']",2022-05-30 22:06:51+00:00
4440,Parmenide20,,,397,147,3842,660,"Señor @petrogustavo y señora @FranciaMarquezM. Ponemos a su disposición, todos nuestros conocimientos en materia de comunicación. Creemos en usted, en su campaña está el cambio. No más continuismo. #PetroPresidente2022 #EleccionesColombia",[],2022-05-30 22:06:49+00:00
4441,davisa1972,,Colombia,2530,2685,68880,323,“Tenemos ‘anticuerpos’ maravillosos que nos protegen del cáncer de la izquierda”: Abelardo de la Espriella | #EleccionesColombia #ColombiaVota2022   https://t.co/bNh3RISN7v,[],2022-05-30 22:06:47+00:00
4442,luzmkcwb,um cabo e um soldado por favor....,"Curitiba, Brasil",3924,2300,132967,128,"Comunistas españoles de observadores en las #EleccionesColombia,el chiste se cuenta solo.",['EleccionesColombia'],2022-05-30 22:06:47+00:00
4443,andrescrespo03,"Luchador, progresista y con muchas ganas de seguir avanzando dia a dia.... Muchos exitos y bendiciones a todos aquellos que se detuvieron a leer. Saludos",,695,124,37828,78,"#29May #EleccionesColombia
@FicoGutierrez: ""Tomamos la decisión, yo me voy con Rodolfo. No queremos perder el país, no vamos a poner en riesgo el futuro de Colombia. Votaremos por Rodolfo y Marelen” https://t.co/1GrsdZayFB https://t.co/wB7GA5l12p
- @NTN24","['29May', 'EleccionesColombia']",2022-05-30 22:06:43+00:00
4444,NatinaturaGreen,"En modo GREEN todo el dia...   Medio Ambiente, ecologia, naturaleza, biodiversidad, Turismo Sostenible, ciencias de la tierra y astronomía. Amo los gatos!!!",Colombiana por el mundo,20830,23409,47059,15,Parece que en el exterior ven con más claridad la verdadera cara de lobo disfrazado con piel de oveja.   Colombia despierta!!!  #EleccionesColombia https://t.co/emNpQvL9D4,['EleccionesColombia'],2022-05-30 22:06:40+00:00
4445,johnsonortiz,"Periodista Independiente/Cronista/Editor/Director Noticias /Docente. Ex periodista Jefe, en Palacio Nariño/Diarios/Cadenas Radio.",,6209,6713,99507,25,"Los votos de FICO y Rodolfo Hernández son inflados. 

Se debe verificar en el escrutinio los E-14 y los votos mesa a mesa
 
#EleccionesColombia https://t.co/9gupPih19r",[],2022-05-30 22:06:39+00:00
4446,RevistaSemana,Periodismo con carácter.,Colombia,38,4933542,443588,14,"#EleccionesColombia | Ante las críticas, Echeverry hizo un nuevo comentario en el mismo sentido del anterior, aunque aclaró que su posición generó algunas críticas | #ColombiaVota2022 | #PetroORodolfo https://t.co/VXEykEHmXC","['EleccionesColombia', 'ColombiaVota2022', 'PetroORodolfo']",2022-05-30 22:06:36+00:00
4447,RevistaSemana,Periodismo con carácter.,Colombia,38,4933542,443588,62,#EleccionesColombia | “Un país del que nadie se quiera ir”: Rodolfo Hernández tras seguir a segunda vuelta | #ColombiaVota2022 | #PetroORodolfo https://t.co/bTeFyIgpSk,"['EleccionesColombia', 'ColombiaVota2022', 'PetroORodolfo']",2022-05-30 22:06:34+00:00
4448,VallenatoX2022,,"Valledupar, Colombia",78,80,2764,149,"🇨🇴 | #EleccionesColombia Luego de polémica propuesta de Rodolfo Hernández de llevar a todos los colombianos a conocer el mar, muchos colombianos se preguntan si las mujeres están incluidas o se tienen que quedar en la casa. https://t.co/uw1poYat6Q",['EleccionesColombia'],2022-05-30 22:06:33+00:00
4449,GEOMGAL,,,1155,644,238388,10,"#30May #EleccionesColombia 
@OrlvndoA: ""Con respecto a Venezuela: 

Cualquiera de los dos candidatos que quede en las elecciones de Colombia restableceré las relaciones con el régimen de Nicolás Maduro. 

Sin embargo, solo Petro es garantía de una alianza con Maduro.""","['30May', 'EleccionesColombia']",2022-05-30 22:06:30+00:00
4450,LuidaRodrguez,"Ni tan cerca porque me matas ,ni tan lejos porque me muero.   (la vida es una bendición)",,405,66,8350,25,"@CNNEE Así nos va a tocar con muchos colombianos hasta la segunda vuelta. 

https://t.co/PXvySflj2d

#EleccionesColombia
#FraudeElectoral https://t.co/1VIeP3FtTl",['EleccionesColombia'],2022-05-30 22:06:21+00:00
4451,cesaraugustohi6,,,188,252,37270,3143,"Ayer, en las #EleccionesColombia, casi 6 millones votaron en contra de lo que nos divide, y a favor de lo que nos une: el deseo de que Colombia sea un país sin odios, sin ladrones, sin pobreza. Un país del que nadie se quiera ir. #ColombiaEsRodolfo #RodolfoPresidente",['EleccionesColombia'],2022-05-30 22:06:11+00:00
4452,NIKOLAYRODRIGUE,"Capoeirista,
Pedagogía, 
Lector,
Pacto Historico 🇨🇴",,1254,232,2176,1437,"#LaPrimeraVueltaFue al parecer un robo, boletines q informan en lo medios desde la app de la Registraduría presuntamente no contenían la información real, fuente de la entidad denuncia en el vídeo. Rodolfo NO tiene 5' de votos @petrogustavo @GustavoBolivar 
#EleccionesColombia https://t.co/kv11f2b587",['LaPrimeraVueltaFue'],2022-05-30 22:06:08+00:00
4453,AnGaSoo,"Ingeniera Ambiental ♻️ | Cat lover 🐱🐱 | #SebastianStan is love | #BuckyBarnes #Loki #AlligatorLoki | Catadora de Cheetos Flamin' Hot | Good evening, goldfish~",viendo los ojos de Seb Stan,4997,1575,312562,25,"@CNNEE Así nos va a tocar con muchos colombianos hasta la segunda vuelta. 

https://t.co/PXvySflj2d

#EleccionesColombia
#FraudeElectoral https://t.co/1VIeP3FtTl",['EleccionesColombia'],2022-05-30 22:06:01+00:00
4454,guchupamecha,,"Bogotá, DC, Colombia",710,262,9312,33,"✍🏻 Opinión de las #EleccionesColombia | “Si yo fuera Rodolfo le diría a Álvaro Uribe, a César Gaviria, a Andrés Pastrana y a Germán Vargas Lleras […] que su tiempo terminó y que no quiero verlos ni en pintura”

Escribe @JuanPabloCalvas https://t.co/jZrl3WB8L6",['EleccionesColombia'],2022-05-30 22:05:54+00:00
4455,JailerSuarez,#SmilerForever ... Miley Cyrus  #TheHappyHippie,BOGOTA,616,76,1775,1437,"#LaPrimeraVueltaFue al parecer un robo, boletines q informan en lo medios desde la app de la Registraduría presuntamente no contenían la información real, fuente de la entidad denuncia en el vídeo. Rodolfo NO tiene 5' de votos @petrogustavo @GustavoBolivar 
#EleccionesColombia https://t.co/kv11f2b587",['LaPrimeraVueltaFue'],2022-05-30 22:05:50+00:00
4456,GPatriciag61,parte de la ciudadanía Colombiana muy interesada en temas que reduzcan las diferencias sociales.,"St Catharines, ON",394,200,17866,25,"#EleccionesColombia 

Las mujeres no vamos a retroceder..Rodolfo no es continuismo, es retroceder. https://t.co/53gMOuNrV1",['EleccionesColombia'],2022-05-30 22:05:45+00:00
4457,LaObando10,"Qué hacer?¿Qué hacer? te preguntas
¡APRIETA EL GATILLO",Lejos del mundanal ruido.,3665,4872,27016,759,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-30 22:05:44+00:00
4458,AstridSierra0,"Seguidores e interesados en temas de espiritualidad, salud, politica...
En general, intereses de la actualidad",,93,102,5917,302,"#EleccionesColombia | ""Quiero expresar públicamente que nosotros no queremos perder el país y que no vamos a poner en riesgo el futuro de Colombia. Rodrigo y yo votaremos por Rodolfo el próximo 19 de junio"": Fico Gutiérrez. #ColombiaVota2022 

Vea más: https://t.co/bhu9wsseh7 https://t.co/wuYM6JPTnl",['EleccionesColombia'],2022-05-30 22:05:43+00:00
4459,agusthvx_,⠀⠀     ⠀⠀     ⠀⠀               ⟭#슈가 #뷔⟬,bts & everglow ended ur favs.,562,464,22819,1437,"#LaPrimeraVueltaFue al parecer un robo, boletines q informan en lo medios desde la app de la Registraduría presuntamente no contenían la información real, fuente de la entidad denuncia en el vídeo. Rodolfo NO tiene 5' de votos @petrogustavo @GustavoBolivar 
#EleccionesColombia https://t.co/kv11f2b587",['LaPrimeraVueltaFue'],2022-05-30 22:05:40+00:00
4460,IbethErazo82,,,1238,237,178,759,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-30 22:05:27+00:00
4461,orlandoortiz73,Respeto mucho la opinión que es igual a la mia...,Bogotá,356,179,11327,660,"Señor @petrogustavo y señora @FranciaMarquezM. Ponemos a su disposición, todos nuestros conocimientos en materia de comunicación. Creemos en usted, en su campaña está el cambio. No más continuismo. #PetroPresidente2022 #EleccionesColombia",[],2022-05-30 22:05:27+00:00
4462,martuch52791644,,"Bogotá, D.C., Colombia",74,408,117473,124,"“No es tan fácil venezolanizar a Colombia”, afirma el historiador y académico inglés Malcolm Deas #EleccionesColombia #PetroORodolfo  https://t.co/gQDAerzHvn",['EleccionesColombia'],2022-05-30 22:05:24+00:00
4463,MateoSanabria37,"Abogado litigante 
UTOPIA SOLUTIONS
miltondtellezs@hotmail.com","Medellín, Colombia",7160,7340,220125,1,"#EleccionesColombia #ColombiaDecide #ColombiaVota2022 #ColombiaVota ""guerra avisada no mata soldado""  que karma estamos pagando, acaso no han sido suficiente 14 guerras civiles y estar inmersos en el conflicto armado colombiano?? Que nos falta por aprender? https://t.co/ydi9qsDjGT","['EleccionesColombia', 'ColombiaDecide', 'ColombiaVota2022', 'ColombiaVota']",2022-05-30 22:05:20+00:00
4464,pentagonorrea,,she/her,97,958,259,1437,"#LaPrimeraVueltaFue al parecer un robo, boletines q informan en lo medios desde la app de la Registraduría presuntamente no contenían la información real, fuente de la entidad denuncia en el vídeo. Rodolfo NO tiene 5' de votos @petrogustavo @GustavoBolivar 
#EleccionesColombia https://t.co/kv11f2b587",['LaPrimeraVueltaFue'],2022-05-30 22:05:17+00:00
